time,x,y,z
5.562077,2.9377,1.7583,-2.2185
5.571383,3.5069,2.8084,-3.721
5.585024,3.8678,3.4591,-3.9529
5.590654,3.7995,3.5485,-3.8373
5.600571,3.2464,3.2495,-3.5375
5.610481,2.5686,2.9061,-3.6442
5.620512,2.0709,2.6617,-4.0232
5.630661,1.8402,2.5878,-3.95
5.640902,1.8006,2.6316,-3.4611
5.651331,1.7453,2.7162,-2.7441
5.660731,1.7525,2.8555,-2.175
5.673442,1.671,3.0928,-1.4631
5.680996,1.757,3.1463,-0.4851
5.690445,1.5494,2.7165,-0.1
5.70006,1.2093,1.858,0.2545
5.710385,0.6204,0.9678,0.9406
5.720204,-0.7805,-0.1474,2.9052
5.731661,-2.5435,-1.9278,5.9603
5.740828,-4.1139,-4.1012,8.2127
5.750299,-5.3583,-4.8195,6.0242
5.763781,-5.0678,-3.7097,2.7493
5.770123,-3.8444,-1.9551,1.7397
5.779804,-2.0033,-0.7383,3.7282
5.789779,-1.4484,-1.4526,3.651
5.800859,0.0212,-2.7594,1.0902
5.815573,1.2459,-4.2571,-1.8685
5.819748,1.8468,-6.7637,-2.8304
5.834739,2.9506,-10.1742,0.8334
5.839325,4.7518,-12.0489,2.2677
5.852394,4.7557,-10.7372,-3.0242
5.859191,3.9725,-6.6955,-5.106
5.874142,4.0157,-1.7974,-4.1948
5.879917,4.2869,1.9608,-3.0046
5.889153,4.5003,4.7419,-2.3233
5.899108,4.8476,6.8843,-1.4839
5.910115,5.2117,8.2571,-1.6539
5.919312,4.8251,8.4948,-3.0771
5.929571,3.7499,8.1293,-4.3426
5.941232,1.9944,6.1944,-4.7925
5.949294,0.225,3.7607,-5.7458
5.963686,-1.0934,1.8646,-6.1243
5.968905,-1.475,0.2181,-5.2224
5.978769,-1.3317,-0.944,-3.9839
5.988738,-1.62,-1.8367,-2.7891
5.99937,-2.1775,-2.1107,-1.2283
6.008525,-2.9955,-1.7582,0.6017
6.019404,-3.3329,-1.3971,0.8097
6.030057,-3.0135,-0.9344,1.7829
6.039066,-2.3615,-0.3254,3.2238
6.052816,-1.4587,0.2851,4.8645
6.058904,-0.6462,0.6178,5.2378
6.068422,-0.0548,0.7171,3.5784
6.078506,0.328,0.8316,0.7874
6.088175,0.9186,1.1333,-1.5277
6.098368,0.8381,1.3303,-2.99
6.108941,0.6441,1.6847,-3.403
6.119672,0.2717,1.6414,-2.5995
6.128833,0.0444,1.4102,-1.7873
6.141562,-0.5898,0.9379,-0.8463
6.14873,-0.8811,0.4921,-0.1131
6.163947,-0.5843,0.427,0.4109
6.167957,-0.1824,0.4847,0.6032
6.178046,-0.0647,0.5228,0.5291
6.188032,0.2426,0.4221,0.2879
6.198621,0.3698,-0.0284,-0.1555
6.208434,0.3538,-0.9693,-0.405
6.218093,0.463,-1.8808,0.1853
6.23057,0.5397,-2.3407,1.6191
6.238086,0.6772,-2.1351,3.304
6.247901,0.5917,-1.1992,4.7938
6.257212,-0.5747,-0.4977,5.6346
6.267463,-2.2927,-0.4654,5.665
6.277354,-3.7445,-0.8532,5.2119
6.288186,-4.6919,-1.2255,4.2833
6.297368,-5.0334,-1.2097,3.3987
6.307704,-4.9584,-0.9848,2.6201
6.31962,-4.8541,-0.9059,1.8945
6.327599,-4.8644,-0.9679,1.2167
6.342309,-5.1629,-1.4758,0.533
6.346882,-5.5837,-2.3389,-0.0268
6.356745,-6.0297,-3.6771,-0.3606
6.366945,-6.6401,-5.2648,-0.1859
6.377945,-7.1364,-6.6897,0.2401
6.386961,-7.3851,-7.789,1.2357
6.397124,-7.1326,-7.8709,3.0507
6.408921,-5.3151,-5.8207,6.3008
6.417124,-3.0706,-3.9837,9.9949
6.431172,-1.3466,-3.019,11.2739
6.436673,-0.652,-3.3611,7.4581
